company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,step4_ats_sql_fit,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Mad Catz Global Limited,company,Mad Catz Global Limited,,yes,yes,yes,no,no,embedded systems;firmware;computer/server/datacenter/networking hardware,0.68,"Resolved to Mad Catz Global Limited; active gaming-peripherals company with some embedded hardware work, but too peripheral and small for a VLSI-focused ATS seed list.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
MagFast LLC,company,MagFast LLC,,yes,yes,no,no,no,,0.62,"Resolved to MagFast LLC; active consumer charging/accessories business, but not a clear semiconductor or substantial EE design employer for this ATS database.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Magic Leap,company,"Magic Leap, Inc.",,yes,yes,yes,yes,yes,embedded systems;firmware;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.81,"Resolved to Magic Leap, Inc.; active US AR hardware company with meaningful embedded/electronics engineering and sufficient ATS relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Magna,company,Magna International Inc.,,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.94,Resolved to Magna International Inc.; active large North American automotive supplier with substantial electronics and embedded systems hiring and strong ATS fit.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:29:55+00:00
Magnachip Semiconductor Corporation,company,Magnachip Semiconductor Corporation,,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;analog or digital design;power management IC or PMIC;RF or mmWave or wireless baseband chipset,0.96,"Resolved as Magnachip Semiconductor Corporation, an active semiconductor company with U.S. presence and direct chip-design relevance suitable for ATS targeting.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Magnescale Americas Inc.,company,"Magnescale Co., Ltd.",Magnescale Americas Inc.,yes,yes,no,no,no,,0.85,"Resolved to Magnescale Co., Ltd. via Magnescale Americas Inc.; it is active in precision metrology/sensors but not a clear VLSI or semiconductor-design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Magnetek,company,"Magnetek, Inc.",,yes,yes,yes,no,no,firmware;embedded systems;analog or digital design,0.79,"Resolved as Magnetek, Inc., an active North American power-control/electronics company with some embedded relevance but weak fit for a VLSI-focused ATS seed list.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Magswitch Automation Company,company,"Magswitch Technology, Inc.",,yes,yes,no,no,no,,0.73,"Resolved to Magswitch Technology, Inc.; it focuses on industrial magnetic tooling/automation rather than semiconductor or core hardware-design hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Mahindra Automotive North America,company,"Mahindra Automotive North America, Inc.",,yes,yes,yes,no,no,EV or automotive electronics,0.74,"Resolved as Mahindra Automotive North America, Inc., an active NA automotive entity with possible vehicle-electronics relevance but not a strong ATS seed for chip/hardware design roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
MAHLE,company,MAHLE GmbH,"MAHLE, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;firmware;embedded systems;analog or digital design,0.88,"Resolved to MAHLE GmbH with U.S. hiring via MAHLE, Inc.; it is a substantial automotive-electronics employer relevant to embedded and EV systems.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
MAINGEAR,company,"MAINGEAR, Inc.",,yes,yes,yes,no,no,computer/server/datacenter/networking hardware,0.72,"Resolved as MAINGEAR, Inc., an active U.S. PC hardware company, but it is too small and system-integration oriented for a strong VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Maker Communications,company,Maker Communications,,yes,yes,no,no,no,,0.54,"Resolved as Maker Communications, which appears to be a communications/integration business rather than a clear semiconductor or hardware-design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
MakerBot Industries,company,"MakerBot Industries, LLC",,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.78,"Resolved as MakerBot Industries, LLC; it has some embedded-hardware relevance through 3D printers but is not a strong VLSI/ASIC ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
MAN Truck & Bus,company,MAN Truck & Bus SE,"MAN Truck & Bus US, LLC",yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.76,"Resolved to MAN Truck & Bus SE with U.S. presence; commercial vehicle electronics are relevant, but it is not a prime semiconductor-design ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Manley Laboratories,company,"Manley Laboratories, Inc.",,yes,yes,yes,no,no,analog or digital design,0.68,"Resolved as Manley Laboratories, Inc., an audio-electronics maker with some analog hardware relevance but not a substantial VLSI-oriented employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Mantis Robotics,company,"Mantis Robotics, Inc.",,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.7,"Resolved as Mantis Robotics, Inc.; robotics implies embedded hardware work, but it appears too small and not directly VLSI-focused for ATS seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Marelli,company,"Marelli Holdings Co., Ltd.","Marelli North America, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.9,"Resolved to Marelli Holdings Co., Ltd. with NA hiring via Marelli North America, Inc.; it is a large automotive-electronics supplier suitable for ATS targeting.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Markforged Holding Corporation,company,Markforged Holding Corporation,,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.79,Resolved as Markforged Holding Corporation; industrial 3D-printing hardware is relevant at the embedded level but not a strong VLSI/semiconductor ATS target.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Markland Technologies,company,"Markland Technologies, Inc.",,yes,yes,no,no,no,,0.45,"Resolved as Markland Technologies, Inc., but the company identity and direct fit to chip or hardware-design hiring are not clear enough to keep.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Marmon-Herrington Company,defunct,Marmon-Herrington Company,,no,no,no,no,no,,0.9,"Resolved as Marmon-Herrington Company, a defunct historical vehicle manufacturer with no current hiring entity to target.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Marposs Corporation,company,Marposs S.p.A.,Marposs Corporation,yes,yes,yes,no,no,hardware validation or electronics test;analog or digital design;embedded systems,0.81,Resolved to Marposs S.p.A. via Marposs Corporation; it is active in industrial measurement/test equipment but is only adjacent to the core VLSI ATS target set.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Marshall Group North America Inc.,company,Marshall Group AB,Marshall Group North America Inc.,yes,yes,yes,no,no,analog or digital design;embedded systems;firmware,0.71,Resolved to Marshall Group AB with NA presence; consumer audio hardware has some electronics relevance but is not a strong VLSI/ASIC ATS seed.,v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Marshall Wolf Automation,company,Marshall Wolf Automation,,yes,yes,no,no,no,,0.57,"Resolved as Marshall Wolf Automation, likely an industrial automation/integration firm rather than a direct semiconductor or hardware-design employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
MartinLogan Ltd.,company,MartinLogan Ltd.,,yes,yes,yes,no,no,analog or digital design,0.69,"Resolved as MartinLogan Ltd.; audio hardware gives some analog-electronics relevance, but it is not an ATS-priority employer for VLSI-style roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T04:30:08+00:00
Martinrea International Inc.,company,Martinrea International Inc.,,yes,yes,yes,yes,yes,EV or automotive electronics,0.75,"Resolved to Martinrea International Inc., an active Canadian automotive supplier with North American operations and some automotive-electronics relevance, though not a core chip company.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Marvell,company,"Marvell Technology, Inc.",,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;semiconductor IP;RTL;design verification;embedded systems;computer/server/datacenter/networking hardware;AI accelerator or ML hardware;CPU or GPU architecture or HPC;physical design or place and route;design for test (DFT);static timing analysis or timing closure;post-silicon validation or silicon bring-up;SerDes or high-speed I/O;memory design (DRAM/SRAM/NAND/flash controller);RF or mmWave or wireless baseband chipset,0.98,"Resolved to Marvell Technology, Inc., a major active North American semiconductor company directly relevant for ASIC/SoC and hardware design hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Maserati North America,company,"Maserati North America, Inc.","Maserati North America, Inc.",yes,yes,yes,no,no,EV or automotive electronics,0.8,"Resolved to Maserati North America, Inc., an active NA automotive sales/brand entity with EV relevance but weak fit as a direct VLSI/EE ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Masimo Corporation,company,Masimo Corporation,,yes,yes,yes,no,no,embedded systems;analog or digital design;firmware,0.78,"Resolved to Masimo Corporation, an active US medical-device company with embedded electronics work but not a strong ATS seed for VLSI-focused hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Massachusetts Bay Technologies,unclear,Massachusetts Bay Technologies,,no,no,no,no,no,,0.22,Could not confidently resolve 'Massachusetts Bay Technologies' to a specific current company with clear North American EE/VLSI relevance.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Master Silicon Carbide Industries,unclear,Master Silicon Carbide Industries,,no,no,no,no,no,,0.17,Could not confidently resolve 'Master Silicon Carbide Industries' to a specific current company rather than a nonstandard or ambiguous name.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Matchless Amplifiers,company,Matchless Amplifiers,,yes,yes,yes,no,no,analog or digital design,0.7,"Resolved to Matchless Amplifiers, an active guitar amplifier maker with some electronics relevance but not a substantial VLSI/EE ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Materion Corporation,company,Materion Corporation,,yes,yes,yes,no,no,semiconductor foundry or manufacturing process,0.76,"Resolved to Materion Corporation, an active North American advanced-materials supplier to semiconductor manufacturing, relevant but not a direct core chip-design ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Matrix Design Group,company,"Matrix Design Group, LLC",,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test,0.58,"Resolved to Matrix Design Group, LLC, an active industrial safety/electronics company with some embedded hardware relevance but limited ATS usefulness for VLSI hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Matrox Electronic Systems Ltd.,company,Matrox Electronic Systems Ltd.,,yes,yes,yes,yes,yes,FPGA;embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.84,"Resolved to Matrox Electronic Systems Ltd., an active Canadian hardware company with graphics/video and embedded products and a plausible ATS footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Matthews International Corporation,company,Matthews International Corporation,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;analog or digital design,0.62,"Resolved to Matthews International Corporation, whose broader business is diversified and only partly electronics-related, making it a weak VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Mavenir Systems,company,"Mavenir Systems, Inc.",,yes,yes,yes,no,no,RF or mmWave or wireless baseband chipset,0.63,"Resolved to Mavenir Systems, Inc., an active telecom company with wireless relevance but primarily software/network infrastructure rather than direct chip-design hiring.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Maxar Technologies Inc.,company,Maxar Technologies Inc.,,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware,0.78,"Resolved to Maxar Technologies Inc., an active space/satellite company with hardware work but excluded as an ATS seed because aerospace/defense-adjacent employers are out of scope.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Maxi Switch,company,"Maxi-Switch, Inc.",,yes,yes,yes,no,no,analog or digital design,0.69,"Resolved to Maxi-Switch, Inc., an active switch/electromechanical component maker with limited direct usefulness for VLSI ATS seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Maxion Wheels U.S.A. LLC,company,Maxion Wheels U.S.A. LLC,,yes,yes,yes,no,no,EV or automotive electronics,0.72,"Resolved to Maxion Wheels U.S.A. LLC, an active automotive supplier with only indirect electronics relevance and weak fit for VLSI ATS targeting.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
MaxLinear,company,"MaxLinear, Inc.",,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;RTL;design verification;analog or digital design;computer/server/datacenter/networking hardware;physical design or place and route;design for test (DFT);static timing analysis or timing closure;post-silicon validation or silicon bring-up;SerDes or high-speed I/O;RF or mmWave or wireless baseband chipset,0.97,"Resolved to MaxLinear, Inc., a substantial active US semiconductor company directly relevant for mixed-signal, connectivity, and SoC design roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
maxon precision motors,company,"maxon precision motors, inc.","maxon precision motors, inc.",yes,yes,yes,no,no,embedded systems;analog or digital design;EV or automotive electronics,0.77,"Resolved to maxon precision motors, inc., the North American arm of maxon, with motion-control electronics relevance but not a strong VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
Mazda,company,Mazda Motor Corporation,"Mazda Motor of America, Inc.",yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;analog or digital design;firmware,0.82,"Resolved to Mazda Motor Corporation, which has North American hiring via Mazda Motor of America and meaningful automotive-electronics relevance at enterprise scale.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
McAlister Design and Automation,company,McAlister Design and Automation,,yes,yes,yes,no,no,EDA;hardware validation or electronics test;embedded systems,0.55,"Resolved to McAlister Design and Automation, a likely small automation/engineering firm with some electronics relevance but not a strong ATS SQL target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:11:27+00:00
