company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Northrop Grumman Electronic Systems,merged_or_renamed,Northrop Grumman Corporation,,yes,yes,yes,yes,embedded systems;hardware validation or electronics test;RF or mmWave or wireless baseband chipset;analog or digital design;firmware,0.94,"Resolved Northrop Grumman Electronic Systems to Northrop Grumman Corporation, whose active US engineering operations include defense electronics and embedded hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northrop Grumman Space & Mission Systems,merged_or_renamed,Northrop Grumman Corporation,,yes,yes,yes,yes,embedded systems;hardware validation or electronics test;RF or mmWave or wireless baseband chipset;analog or digital design;firmware,0.88,"Resolved Northrop Grumman Space & Mission Systems to Northrop Grumman Corporation, an active North American aerospace/defense electronics employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
NorthStar,unclear,NorthStar,,no,no,no,no,,0.12,NorthStar is too ambiguous to map to a specific company with confirmed North American EE/VLSI relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northstar Electronics,unclear,Northstar Electronics,,no,no,no,no,,0.22,Northstar Electronics is not specific enough to confidently resolve to a known active North American target employer.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northstar Neuroscience,defunct,"Northstar Neuroscience, Inc.",,no,no,no,no,,0.86,"Resolved to Northstar Neuroscience, Inc., a defunct medical-device company, so not an active target employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northvolt,company,Northvolt AB,Northvolt North America Inc.,yes,yes,yes,yes,EV or automotive electronics,0.72,"Resolved to Northvolt AB, an active battery company with North American presence and relevance to EV electronics hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northwest Bancshares,company,"Northwest Bancshares, Inc.",,yes,yes,no,no,,0.98,"Resolved to Northwest Bancshares, Inc., an active US bank with no meaningful EE/VLSI or hardware design business.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northwest Microcomputer Systems,defunct,"Northwest Microcomputer Systems, Inc.",,no,no,yes,no,computer/server/datacenter/networking hardware;embedded systems,0.63,"Resolved to Northwest Microcomputer Systems, Inc., apparently a defunct microcomputer hardware company, so inactive despite historical hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Northwest Technical Industries,unclear,Northwest Technical Industries,,no,no,no,no,,0.16,Northwest Technical Industries is too ambiguous to resolve to a specific active company in the target hardware sectors.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
NorthWestern Energy,company,"NorthWestern Energy Group, Inc.",,yes,yes,no,no,,0.97,"Resolved to NorthWestern Energy Group, Inc., an active utility company but not a target EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Norton Villiers Triumph,defunct,Norton Villiers Triumph,,no,no,no,no,,0.95,"Resolved to Norton Villiers Triumph, a defunct motorcycle manufacturer with no current hiring entity.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
NortonLifeLock,merged_or_renamed,Gen Digital Inc.,,yes,yes,no,no,,0.96,"Resolved NortonLifeLock to Gen Digital Inc., an active cybersecurity software company rather than an EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Norway,not_a_company,Norway,,no,no,no,no,,0.99,"Norway is a country, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Norwegian Cruise Line Holdings,company,Norwegian Cruise Line Holdings Ltd.,,yes,yes,no,no,,0.98,"Resolved to Norwegian Cruise Line Holdings Ltd., an active cruise operator with no target semiconductor or hardware-design business.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Nostromo Defensa,unclear,Nostromo Defensa,,no,no,no,no,,0.14,Nostromo Defensa cannot be confidently resolved to a specific active company with confirmed North American hiring presence.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Nota Sports and Racing Cars,defunct,Nota Sports and Racing Cars,,no,no,no,no,,0.78,"Resolved to Nota Sports and Racing Cars, a small niche automaker with no evident current North American hiring entity and not a clear target electronics employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:46+00:00
Note,not_a_company,Note,,no,no,no,no,,0.99,"'Note' is a generic word/concept, not a company entity.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Notebaert Richard C,not_a_company,Notebaert Richard C,,no,no,no,no,,0.98,"'Notebaert Richard C' is a person's name, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Nothing,not_a_company,Nothing,,no,no,no,no,,0.99,'Nothing' is a generic term rather than a company entity.,v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Notify Technology,company,Notify Technology Ltd,,yes,no,no,no,,0.72,"Resolved to Notify Technology Ltd, an active software/mobile-app company with no clearly known North America hardware/chip hiring relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Notox Technologies,company,Notox Technologies,,yes,no,no,no,,0.42,"Resolved to Notox Technologies, but I lack evidence of a concrete North America presence or EE/VLSI-relevant hardware business.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Nov,company,NOV Inc.,,yes,yes,no,no,,0.93,"Resolved to NOV Inc., an active US oilfield equipment company with North America hiring presence but not primarily in the target semiconductor/EE design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Nova,company,Nova Ltd.,,yes,yes,yes,yes,semiconductor foundry or manufacturing process;hardware validation or electronics test,0.95,"Resolved to Nova Ltd., the semiconductor metrology/process-control company with US presence and clear chip-manufacturing relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Nova Bus,company,Nova Bus,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.84,"Resolved to Nova Bus, an active North American bus manufacturer relevant through vehicle electronics and embedded automotive systems.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Nova Bus LF Series,product_line,Nova Bus,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.9,"'Nova Bus LF Series' is a Nova Bus product line, so it resolves upward to Nova Bus, which has North America operations and automotive-electronics relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novadaq Technologies,merged_or_renamed,Stryker Corporation,,yes,yes,no,no,,0.88,"Novadaq Technologies was acquired into Stryker Corporation, which is active in North America but primarily medical devices rather than target chip/EE design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novak Electronics,company,"Novak Electronics, Inc.",,yes,yes,yes,yes,analog or digital design;embedded systems;firmware;RF or mmWave or wireless baseband chipset,0.78,"Resolved to Novak Electronics, Inc., an active US electronics company with embedded/RF control hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novakon,company,Novakon,,yes,yes,no,no,,0.7,"Resolved to Novakon, an active North American CNC/machine-tools company, but not clearly in the target semiconductor or EE design domains.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novaled AG,merged_or_renamed,"Samsung SDI Co., Ltd.","Samsung SDI America, Inc.",yes,yes,no,no,,0.63,"Novaled AG was acquired by Samsung SDI, which is active and has North America presence, but the resolved parent is mainly batteries/materials rather than the target chip-design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novametrix Medical Systems,merged_or_renamed,"Respironics, Inc.",,yes,yes,no,no,,0.58,"Novametrix Medical Systems resolved to Respironics, Inc. as successor, which is active in North America but not a target semiconductor/EE design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novanta,company,Novanta Inc.,,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.86,"Resolved to Novanta Inc., an active US precision-motion/photonics/medical-industrial electronics company with embedded and electronics engineering relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novar Controls,merged_or_renamed,Honeywell International Inc.,,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;computer/server/datacenter/networking hardware;EV or automotive electronics,0.83,"Novar Controls resolved to Honeywell International Inc., an active North American industrial/building-controls company with meaningful embedded electronics engineering relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novarc Technologies,company,Novarc Technologies Inc.,,yes,yes,yes,yes,embedded systems;firmware;hardware validation or electronics test;AI accelerator or ML hardware,0.76,"Resolved to Novarc Technologies Inc., a Canadian robotics/welding-automation company with North America presence and embedded/robotics hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
NovaSource Power Services,company,NovaSource Power Services,,yes,yes,no,no,,0.82,"Resolved to NovaSource Power Services, an active solar O&M/services company with North America presence but not a target semiconductor/EE design employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novation,unclear,Novation,,no,no,no,no,,0.22,"'Novation' is ambiguous and could refer to multiple unrelated entities, so I cannot confidently resolve it to a canonical company.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novatiq Scientific Sdn Bhd,company,Novatiq Scientific Sdn. Bhd.,,yes,no,no,no,,0.39,"Resolved to Novatiq Scientific Sdn. Bhd., but I lack evidence of a concrete US/Canada hiring presence or target EE/VLSI business focus.",v3-precision-step2,gpt-5.4,2026-07-02T18:14:59+00:00
Novell,merged_or_renamed,OpenText Corporation,,yes,yes,no,no,,0.93,"Novell resolved to OpenText Corporation via Micro Focus; active in North America but primarily enterprise software, not target EE/VLSI hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novellus Systems,merged_or_renamed,Lam Research Corporation,,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.98,"Novellus Systems resolved to Lam Research Corporation, an active North American semiconductor equipment company relevant to chip manufacturing process.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novero,company,Novero GmbH,,yes,no,yes,no,RF or mmWave or wireless baseband chipset;embedded systems;EV or automotive electronics,0.56,"Novero appears to be Novero GmbH, active in wireless/automotive electronics, but I lack concrete evidence of a current US/Canada hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novint Technologies,company,"Novint Technologies, Inc.",,yes,yes,yes,yes,embedded systems;hardware validation or electronics test,0.58,"Novint Technologies, Inc. is a North American haptics hardware company, but its relevance to the target semiconductor/VLSI hiring set is only marginal.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
NovoCure,company,NovoCure Limited,,yes,yes,no,no,,0.88,"NovoCure Limited is an active medical-device company with North American presence, but not meaningfully in the target chip/hardware design categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novolak,not_a_company,Novolak,,no,no,no,no,,0.97,Novolak is a chemical/material term rather than a company name.,v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novonix,company,NOVONIX Limited,NOVONIX Battery Technology Solutions Inc.,yes,yes,no,no,,0.84,"NOVONIX Limited is active and has a North American subsidiary, but it is mainly battery materials/testing rather than target semiconductor or electronics-design hiring.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novosibirsk Precision Engineering Plant,company,Novosibirsk Precision Engineering Plant,,yes,no,no,no,,0.72,This resolves to a Russian precision engineering/manufacturing enterprise with no known North American hiring presence and no clear target-category fit.,v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novt,unclear,Novt,,no,no,no,no,,0.12,Novt is too ambiguous to resolve confidently to a specific company.,v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Novus Hi-Tech Robotic Systemz Private,company,Novus Hi-Tech Robotic Systemz Private Limited,,yes,no,yes,no,embedded systems;analog or digital design;hardware validation or electronics test,0.42,"This appears to be an active robotics hardware company, but I have no concrete evidence of a US/Canada hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
Now,not_a_company,Now,,no,no,no,no,,0.98,Now is a generic word rather than a resolvable company name in this context.,v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
NPO Digital Television Systems,company,NPO Digital Television Systems,,yes,no,yes,no,RF or mmWave or wireless baseband chipset;embedded systems;analog or digital design,0.55,"NPO Digital Television Systems appears to be an active broadcast/electronics organization, but no concrete North American hiring presence is known.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
NPO Toriy,company,NPO Toriy,,yes,no,yes,no,RF or mmWave or wireless baseband chipset;analog or digital design,0.53,"NPO Toriy appears to be an active RF/electronics enterprise, but I lack evidence of a meaningful US/Canada presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
NPP Istok,company,NPP Istok,,yes,no,yes,no,RF or mmWave or wireless baseband chipset;analog or digital design;semiconductor design,0.74,"NPP Istok is an active Russian microwave/electronics company relevant to RF hardware, but with no known North American hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:15:10+00:00
